age,gender,hours_spent,platform,interests,location,demographics,profession,income,indebt,home_owner,car_owner,status
61,non-binary,9,Facebook,Lifestlye,United States,Urban,Student,12869,0,0,1,normic
36,non-binary,7,YouTube,Lifestlye,United Kingdom,Sub_Urban,Software Engineer,11242,0,1,1,normic
59,non-binary,6,YouTube,Lifestlye,United States,Rural,Student,18539,0,0,1,normic
58,female,1,Instagram,Sports,United Kingdom,Urban,Software Engineer,11831,0,1,0,normic
54,female,5,YouTube,Lifestlye,United States,Sub_Urban,Marketer Manager,11569,0,1,1,normic
23,female,3,YouTube,Lifestlye,Australia,Sub_Urban,Marketer Manager,17246,1,0,0,normic
43,female,1,Facebook,Sports,United States,Rural,Software Engineer,11918,1,0,1,normic
51,non-binary,4,Facebook,Lifestlye,Australia,Sub_Urban,Student,16416,0,1,0,normic
62,non-binary,2,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,13232,0,0,0,normic
23,non-binary,2,Facebook,Sports,United States,Urban,Marketer Manager,13758,0,0,0,normic
54,male,3,Instagram,Travel,Australia,Urban,Marketer Manager,15997,1,1,0,normic
50,female,8,Instagram,Sports,United States,Rural,Software Engineer,12355,1,1,1,normic
39,female,8,Instagram,Lifestlye,United States,Rural,Student,19589,1,1,0,normic
38,non-binary,7,YouTube,Lifestlye,Australia,Sub_Urban,Student,11824,0,1,0,normic
23,female,6,Facebook,Lifestlye,Australia,Urban,Software Engineer,17280,0,1,0,normic
23,female,9,Instagram,Sports,United Kingdom,Rural,Software Engineer,14060,0,1,1,normic
21,non-binary,4,Facebook,Lifestlye,Australia,Rural,Student,15324,0,0,1,normic
47,male,1,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,10404,1,1,1,normic
28,male,8,Facebook,Sports,Australia,Sub_Urban,Software Engineer,11721,0,0,1,normic
47,male,7,Facebook,Travel,United States,Urban,Student,15316,1,0,1,normic
48,non-binary,7,Instagram,Travel,Australia,Rural,Student,13845,1,1,1,normic
41,female,3,YouTube,Lifestlye,United States,Urban,Marketer Manager,14210,0,0,0,normic
26,non-binary,4,Facebook,Sports,United States,Rural,Marketer Manager,10064,1,1,0,normic
20,non-binary,9,YouTube,Lifestlye,United States,Rural,Marketer Manager,19491,1,0,0,normic
48,female,6,YouTube,Sports,United Kingdom,Urban,Marketer Manager,16382,1,1,1,normic
57,male,5,Instagram,Sports,Australia,Urban,Marketer Manager,19607,1,1,0,normic
54,male,3,Instagram,Travel,United States,Urban,Software Engineer,10968,0,1,0,normic
53,non-binary,9,Instagram,Travel,United States,Sub_Urban,Student,10368,0,1,1,normic
41,male,5,Facebook,Sports,United Kingdom,Rural,Software Engineer,18424,1,0,0,normic
48,non-binary,5,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,12242,0,0,1,normic
23,non-binary,4,Instagram,Travel,Australia,Urban,Software Engineer,15002,1,0,0,loser
19,female,4,Facebook,Lifestlye,United Kingdom,Rural,Software Engineer,13083,0,0,1,normic
37,female,1,Facebook,Travel,United Kingdom,Sub_Urban,Software Engineer,18073,0,0,1,normic
45,female,7,Instagram,Travel,Australia,Rural,Marketer Manager,19112,0,1,1,chad
28,non-binary,9,Instagram,Lifestlye,United Kingdom,Sub_Urban,Marketer Manager,18880,0,1,0,normic
21,female,3,Instagram,Travel,Australia,Urban,Student,11469,0,1,0,normic
32,male,2,Instagram,Travel,Australia,Sub_Urban,Software Engineer,14725,1,1,1,normic
23,male,3,YouTube,Lifestlye,United States,Rural,Student,14259,0,1,1,normic
47,non-binary,1,YouTube,Travel,United States,Rural,Marketer Manager,13622,1,0,0,loser
55,non-binary,6,Instagram,Travel,Australia,Rural,Marketer Manager,10823,1,1,0,normic
19,female,7,YouTube,Travel,Australia,Rural,Marketer Manager,13431,0,1,1,normic
32,non-binary,2,Facebook,Lifestlye,Australia,Urban,Software Engineer,16528,1,0,0,normic
28,non-binary,8,YouTube,Sports,Australia,Sub_Urban,Software Engineer,14151,0,0,0,normic
25,male,6,YouTube,Lifestlye,Australia,Urban,Marketer Manager,14213,1,1,0,normic
43,male,4,Instagram,Sports,Australia,Urban,Student,17420,1,1,1,normic
62,female,5,YouTube,Travel,United Kingdom,Urban,Student,18989,0,0,1,normic
61,non-binary,8,YouTube,Sports,Australia,Rural,Marketer Manager,10779,0,1,0,normic
22,non-binary,3,YouTube,Lifestlye,United Kingdom,Rural,Student,12892,0,1,1,normic
23,male,3,YouTube,Lifestlye,United Kingdom,Rural,Marketer Manager,15534,0,1,0,normic
43,non-binary,4,Facebook,Travel,Australia,Sub_Urban,Student,13306,1,0,0,normic
21,male,1,Instagram,Sports,Australia,Rural,Marketer Manager,12902,0,1,1,normic
36,female,9,Instagram,Travel,United Kingdom,Sub_Urban,Student,13718,1,1,1,normic
37,male,8,Facebook,Travel,United Kingdom,Rural,Software Engineer,10021,1,0,1,normic
50,non-binary,8,YouTube,Lifestlye,Australia,Rural,Marketer Manager,11500,1,0,0,loser
37,female,6,Facebook,Sports,Australia,Urban,Marketer Manager,19034,1,0,0,normic
29,male,7,YouTube,Sports,United Kingdom,Urban,Student,19952,1,1,1,normic
64,male,6,Facebook,Sports,United Kingdom,Urban,Marketer Manager,13641,1,0,1,normic
18,female,9,Instagram,Sports,United Kingdom,Sub_Urban,Marketer Manager,15212,0,1,1,chad
43,female,3,Instagram,Travel,United States,Sub_Urban,Marketer Manager,10191,1,0,0,loser
31,male,3,Instagram,Travel,United Kingdom,Rural,Software Engineer,18587,1,1,0,normic
55,non-binary,3,YouTube,Lifestlye,United States,Sub_Urban,Software Engineer,17174,1,0,0,normic
54,male,3,YouTube,Travel,Australia,Rural,Student,15114,0,1,1,chad
28,female,9,Facebook,Travel,Australia,Sub_Urban,Software Engineer,14662,0,1,1,normic
53,male,4,Facebook,Lifestlye,United Kingdom,Sub_Urban,Student,14326,1,0,0,normic
30,female,7,Instagram,Lifestlye,Australia,Sub_Urban,Software Engineer,19065,0,0,1,normic
60,female,9,YouTube,Lifestlye,Australia,Urban,Student,14335,1,1,1,normic
20,non-binary,7,Facebook,Travel,Australia,Sub_Urban,Software Engineer,18281,0,0,1,normic
50,female,9,YouTube,Travel,Australia,Urban,Software Engineer,18648,1,1,1,normic
23,female,3,YouTube,Lifestlye,United States,Urban,Student,19196,0,0,0,normic
27,non-binary,4,Instagram,Lifestlye,United States,Sub_Urban,Marketer Manager,15494,0,0,1,normic
22,female,8,Instagram,Lifestlye,United Kingdom,Rural,Marketer Manager,18536,0,1,0,normic
40,non-binary,6,YouTube,Travel,United Kingdom,Rural,Software Engineer,12711,1,0,0,loser
27,non-binary,5,YouTube,Travel,United Kingdom,Rural,Student,17595,1,0,1,normic
61,female,4,YouTube,Sports,Australia,Sub_Urban,Marketer Manager,16273,1,1,0,normic
19,female,8,YouTube,Travel,Australia,Rural,Student,16284,0,1,0,normic
